name,composite_score,composite_rank,h_index,citations_per_paper,venue_diversity,total_paper_count,institution
R. Aharonov,0.6455911119320046,310.0,32,76.77894736842106,0.8874305721779325,95,
Shijie Geng,0.6454467449057885,311.0,28,65.45762711864407,0.8991853788226549,59,
C. Bearden,0.6448738571481268,312.0,79,44.82003710575139,0.8058456209320177,539,
Y. Wilks,0.6448028980307917,313.0,55,23.043933054393307,0.9142917964604886,478,
Xieling Chen,0.644645031938392,314.0,25,35.35526315789474,0.9600230778475112,76,
Mengzhou Xia,0.6443799784049281,315.0,19,72.46666666666667,0.9219808289805416,30,
Yingqiang Ge,0.6435421251402451,316.0,26,60.76086956521739,0.8757441467086735,46,
John Bauer,0.6434612240349277,317.0,11,625.9333333333333,0.9708357627258162,15,
Morgan Funtowicz,0.6430000000000001,318.0,2,376.8,1.0,5,
Sid Kiblawi,0.6429453226148755,319.0,3,327.14285714285717,0.9165164431996023,7,
Kenneth Heafield,0.6429427119314117,320.0,29,79.70833333333333,0.8593310971700843,96,
D. Litman,0.6427133254652294,321.0,55,37.03164556962025,0.8668415952503883,316,
J. Zucker,0.6425193732204943,322.0,32,42.8581560283688,0.9031149892119652,141,
Yankai Lin,0.6423144296367844,323.0,25,56.38333333333333,0.8605585541859484,60,
M. Costa-jussà,0.6421753766106902,324.0,31,25.10612244897959,0.8620322947194584,245,
T. Laino,0.6408028601800486,325.0,34,58.50413223140496,0.9514881614483792,121,
J. Kors,0.6407013321802836,326.0,59,48.72115384615385,0.9235636772339214,312,
G. Baumer,0.6404742501084005,327.0,2,213.0,1.0,2,
Katharina Kann,0.6398058249106041,328.0,25,37.328947368421055,0.8706563961605142,76,
Mai Elsherief,0.6397766044632844,329.0,13,75.19047619047619,0.957735598419171,21,
Roi Reichart,0.6394599016571207,330.0,41,49.773049645390074,0.7886685280984242,141,
E. Simperl,0.6382425626640569,331.0,39,21.21629213483146,0.931886373005943,356,
He He,0.6380241660190358,332.0,14,83.11764705882354,0.949942013220056,17,
Tatjana Schindler,0.6374769429773366,333.0,1,76.0,0.9198682455847804,1,
Robert Martin,0.6373333333333334,334.0,6,399.6666666666667,1.0,6,
Prithviraj Sen,0.6371084636676928,335.0,26,66.96551724137932,0.6667719544010462,116,
Karthi Sivaraman,0.6369742501084005,336.0,3,773.0,0.9999999999999998,3,
Mario vSavsko,0.6367857269791742,337.0,4,730.5,0.946394630357186,4,
A. Bulling,0.6359875947328965,338.0,59,61.10743801652893,0.8658105359378246,242,
Quan Z. Sheng,0.6354075045334064,339.0,59,30.66791744840525,0.9059792494119728,533,"School of Computing, Macquarie University, North Ryde, NSW, Australia"
Quentin Lhoest,0.6338681869070639,340.0,9,277.72222222222223,0.9122066329329884,18,
Pradeep Dasigi,0.6338294483515624,341.0,21,81.31481481481481,0.8333078596903469,54,Allen Institute for Artificial Intelligence
Stas Bekman,0.6336205053812578,342.0,6,191.3125,0.9211854965885544,16,
Andre F. T. Martin,0.6334769429773366,343.0,1,231.0,0.9198682455847804,1,
Jael Pérez Sánchez,0.6334769429773366,343.0,1,158.0,0.9198682455847804,1,
Hussen Maulud,0.6334769429773366,343.0,1,135.0,0.9198682455847804,1,
†. AlessioFerrari,0.6334769429773366,343.0,1,121.0,0.9198682455847804,1,
th Karzan,0.6334769429773366,343.0,1,135.0,0.9198682455847804,1,
Consiglio,0.6334769429773366,343.0,1,121.0,0.9198682455847804,1,
Gabriel Altay,0.6327906096233515,349.0,3,319.85714285714283,0.8962406251802889,7,
Pierric Cistac,0.6325370327923039,350.0,4,231.36363636363637,0.8649735207179272,11,
F. Silvestri,0.6322662287252546,351.0,44,30.695652173913043,0.9177497592335204,184,
Mark Neumann,0.6321949398788751,352.0,8,902.25,0.94268071481726,16,Allen Institute for AI
N. Broad,0.6321111111111111,353.0,4,448.6,1.0,5,
Julia Hirschberg,0.6318837479713557,354.0,70,60.285714285714285,0.7839005008316661,357,
Zhuosheng Zhang,0.6318032669856184,355.0,30,44.5,0.8004258573868527,104,Shanghai Jiao Tong University
Katikapalli Subramanyam Kalyan,0.6315556866068457,356.0,6,64.375,0.967132018086354,8,NIT Trichy
A. Callahan,0.6314571403333326,357.0,24,54.78082191780822,0.9672204698431712,73,
M. Freidank,0.630189075883266,358.0,3,374.5,1.0000000000000002,6,
Hefu Liu,0.6301829189153461,359.0,41,41.822784810126585,0.8525909181987811,158,
Yuxin Huang,0.6290501121694488,360.0,3,142.25,0.946394630357186,4,
Hao Cheng,0.6280853782818349,361.0,26,79.07142857142857,0.8652546963531336,56,Microsoft Research
Evgeny Burnaev,0.6280098022018553,362.0,33,23.044776119402982,0.8471207113753021,201,Skoltech
Sylvain Gugger,0.6279778930073577,363.0,4,82.19354838709677,0.8649735207179272,31,
Sarah Al-Adely,0.6267857269791742,364.0,3,436.25,0.946394630357186,4,
Walt Detmar Meurers,0.6266117056929732,365.0,39,26.462222222222223,0.912246722129582,225,
J. Posada,0.6261585777874602,366.0,2,279.0,0.9591479170272448,8,
Jing Qian,0.6254446719252754,367.0,8,81.4,0.9172088932791936,10,University of California Santa Barbara
Reid Pryzant,0.6248733870419629,368.0,8,71.7,0.979569764547061,10,
Xiaodong Liu,0.624835643326824,369.0,37,25.734020618556706,0.961075679718219,485,
Thien Huu Nguyen,0.6247990787878435,370.0,38,45.82014388489208,0.8700032237874931,139,University of Oregon
K. Cohen,0.6246325110275427,371.0,37,33.50282485875706,0.9221289471183725,177,
E. Olivetti,0.6246076255970775,372.0,42,41.29113924050633,0.9503333668856772,158,
Jian Guo,0.6237380354288775,373.0,9,78.5,0.8165982976888233,12,
Jason Bolton,0.6237017709595357,374.0,5,278.625,0.9182958340544894,8,
Ge Zhang,0.62350483617485,375.0,24,52.41818181818182,0.7694302326874536,55,01.ai
Daniel Coelho de Castro,0.6231935810316087,376.0,14,72.03448275862068,0.929338152481406,29,Microsoft Research
Nina Arya,0.6230000000000001,377.0,2,154.33333333333334,1.0,3,
Rémi Louf,0.6228744645951203,378.0,12,77.35135135135135,0.9619555747789698,37,
E. Fox,0.6226108357481722,379.0,55,24.180602006688964,0.8233743176156852,598,
Dayiheng Liu,0.6222720006658581,380.0,16,66.19444444444444,0.9261517921065268,36,Alibaba Group
Jessica Pan,0.6219485002168009,381.0,2,112.33333333333331,0.9999999999999998,3,
Junyu Chen,0.6210445507916122,382.0,4,69.71428571428571,0.9755037590061084,7,
W. Zeng,0.6204499857719126,383.0,18,56.26190476190476,0.9377097375926834,42,
Yu Chen,0.6198002454319753,384.0,10,69.5625,0.9902871167541444,16,
Ekaterina Shutova,0.6193360498054918,385.0,35,51.51546391752577,0.8775546312852531,97,
T. Guetterman,0.6191141006224481,386.0,23,26.473333333333333,0.9033134315088444,150,
R. Sipio,0.6189386112135393,387.0,60,62.46551724137931,0.7395336233922555,348,
J. Devylder,0.6183811258290769,388.0,40,24.63679245283019,0.8394824440906818,212,
M. Hunink,0.6175,389.0,4,86.16666666666667,0.9999999999999998,6,
Shay B. Cohen,0.6169604134785002,390.0,34,40.04819277108434,0.7917022421849401,166,
Guoping Hu,0.6165916686571291,391.0,28,54.59770114942529,0.9181820350278675,87,
Sijia Liu,0.6163129091908301,392.0,23,27.524193548387096,0.9169843664464052,124,Mayo Clinic
Vasileios Lampos,0.6152882190001344,393.0,26,56.40277777777778,0.9069790572590468,72,"Department of Computer Science, University College London"
Prithviraj Ammanabrolu,0.614317597722214,394.0,23,60.891891891891895,0.9091253441705156,37,
James Thorne,0.6142203537481995,395.0,14,62.19047619047619,0.9015719980879128,21,
Zuohui Fu,0.6137130954663604,396.0,25,51.08510638297872,0.8891982045311888,47,
Shirlyn Tang,0.6137017709595357,397.0,3,188.66666666666663,0.9182958340544894,3,
Nikolaos Tsantalis,0.6134970329263395,398.0,30,59.5,0.9170505311293043,66,
Luis Espinosa-Anke,0.6131000000000002,399.0,5,81.9,1.0,10,
Jan Hajic,0.6128588012576681,400.0,46,41.71370967741935,0.8691584812426518,248,
Nikolaos Aletras,0.6110517297997206,401.0,28,36.89908256880734,0.8392636838880388,109,University of Sheffield
Arzucan Özgür,0.6104889187269882,402.0,29,36.74803149606299,0.9280009352578836,127,
Nianwen Xue,0.6104086781145239,403.0,37,47.37313432835821,0.8997449671452451,134,
Hongfang Liu,0.6098293112994667,404.0,52,22.8020202020202,0.814891567712878,495,
W. Thompson,0.6093333333333334,405.0,2,84.5,1.0,2,
V. Mittal,0.6088705846961869,406.0,48,24.6950146627566,0.7743133656377906,341,
Alexandru Salcianu,0.6080640781685103,407.0,12,75.0,0.9825675930733636,17,
Zongcheng Ji,0.6071932726062345,408.0,7,73.625,0.9306282244165778,8,
H. A. Schwartz,0.6070397493751649,409.0,41,57.395973154362416,0.9320162167317544,149,
Longxiang Gao,0.6063977283603973,410.0,32,23.651282051282053,0.920197680677354,195,
E. Boyer,0.6062047839157073,411.0,45,37.95652173913044,0.8701741768482892,184,
Subhi R. M. Zeebaree,0.6053976926401754,412.0,34,26.6015625,0.9363936779458968,128,
T. Y. Han,0.6033589804552757,413.0,21,75.73684210526316,0.9668633469624776,38,
Xavier Franch,0.6030012604933546,414.0,44,16.878281622911693,0.8954173378133745,419,
F. Dalpiaz,0.6021684302139276,415.0,34,18.729166666666668,0.8948475141177163,192,
N. Patry,0.6020847828914594,416.0,3,329.22222222222223,0.8112781244591328,9,
P. Kantor,0.6017226273766557,417.0,27,48.54822335025381,0.8830250785709343,197,
F. Matthes,0.6016035285265675,418.0,37,14.54066985645933,0.9227024189292196,418,
Shijin Wang,0.6011463319654872,419.0,21,58.30357142857143,0.8501555724428906,56,
F. Shen,0.6010333251496038,420.0,24,26.605504587155963,0.9043478264366912,109,
Amir Pouran Ben Veyseh,0.6006352456953902,421.0,19,49.48780487804878,0.9396219823746133,41,
G. Savova,0.6005107054976345,422.0,58,52.39908256880734,0.8720075456972941,218,
Daniel King,0.6001751666217755,423.0,9,80.76923076923077,0.9713256910609174,13,Databricks
M. S. Hussain,0.5991342145025151,424.0,5,87.6,0.9999999999999998,5,
Ruochen Xu,0.5989414734011146,425.0,19,68.8529411764706,0.8659277323056428,34,Om AI
Antonios Anastasopoulos,0.5975982388613684,426.0,29,32.549019607843135,0.8764471476586136,102,Carnegie Mellon University
Kanchan M.Tarwani,0.5974769429773366,427.0,1,66.0,0.9198682455847804,1,
Swabha Swayamdipta,0.597154098546092,428.0,14,70.05,0.9023307417467612,20,
P. Wolff,0.5969116479674128,429.0,30,57.77333333333333,0.8361600347642504,75,
Anna Rumshisky,0.5968169018910604,430.0,33,44.744,0.8683939043374399,125,
Wangchunshu Zhou,0.5965738492632771,431.0,22,45.44444444444444,0.8381460021259081,45,AIWaves
Philipp Schmid,0.5948734787371873,432.0,9,74.4,0.9349775297671232,15,
J. Cole,0.5946080933086549,433.0,41,31.753424657534246,0.9092008013165686,219,
M. Yin,0.5937133568774744,434.0,37,28.734375,0.8632710862994699,192,
Francesco Barbieri,0.5933905260927763,435.0,13,67.625,0.952196813909952,24,
Ning Dai,0.5928369558771783,436.0,6,76.77272727272727,0.9780322003526132,22,Oregon State University
Yulia Tsvetkov,0.5928241594432125,437.0,24,58.891304347826086,0.8613733788861407,46,
Clara Ma,0.592787755921692,438.0,4,71.32142857142857,0.9609640474436812,28,
L. Hunter,0.592086830650624,439.0,41,35.15384615384615,0.859568154550718,182,
Serguei V. S. Pakhomov,0.5914319476793306,440.0,34,32.79545454545455,0.8573250738073782,176,
Yanshan Wang,0.5897084589956232,441.0,21,23.97872340425532,0.912592322742916,94,
Leonard Lausen,0.5892405295534762,442.0,7,86.38461538461539,0.8592975083332075,13,
Emily Pitler,0.5860518184552171,443.0,22,70.34615384615384,0.8140632418683257,52,
Gonzalo Medina,0.5860000000000001,444.0,2,69.5,1.0,2,
C. Corcoran,0.5847571733117022,445.0,49,46.23981900452489,0.7942594825439981,221,
A. Nori,0.584662159263523,446.0,9,71.53333333333333,0.9837273962594127,15,
Bo Zhao,0.5844666666666667,447.0,3,74.2,1.0,5,
R. Sifa,0.5840139917056869,448.0,26,13.978142076502731,0.874508685777029,183,
D. Klakow,0.5824488190000102,449.0,33,15.82857142857143,0.8809435350638909,350,
Hamdy Mubarak,0.5823207927509817,450.0,34,44.357894736842105,0.9263924701750048,95,
P. Kummervold,0.5812660699621546,451.0,19,65.25714285714285,0.9451982747224832,35,
T. McCoy,0.5805738557688993,452.0,25,21.08411214953271,0.940061832078685,107,
Canwen Xu,0.5795992199446506,453.0,7,55.24390243902439,0.9690222556651344,41,
Ivan Vulic,0.5791018518456603,454.0,53,44.726141078838175,0.7940355467166227,241,
Ramakanth Kavuluru,0.5790253131748163,455.0,28,25.854545454545455,0.9273081781630704,110,
Aurélie Névéol,0.5790164599005424,456.0,32,29.5625,0.8897469911180769,144,
Yonghui Wu,0.5780671446295801,457.0,34,40.022222222222226,0.856021453803754,90,
R. Batista-Navarro,0.5778682289077005,458.0,22,12.751592356687896,0.92975976688165,157,
G. Cecchi,0.5776271981512888,459.0,39,33.84313725490196,0.9339333927330816,204,
Stephanie L. Hyland,0.5774270873539875,460.0,15,57.69444444444444,0.8528185338052203,36,Microsoft Research Cambridge
A. Kumar,0.576739328241198,461.0,12,54.51851851851852,0.9823368126263246,27,
Samuel Yen-Chi Chen,0.5747703256250908,462.0,17,48.233333333333334,0.8741422204449993,30,
Xiaozhi Wang,0.5740787357940382,463.0,20,54.03921568627451,0.8040504711986572,51,Tsinghua University
Andrew Gaut,0.5740687083026443,464.0,4,75.875,0.9609640474436812,8,
L. Blessing,0.5732726988811022,465.0,33,31.372093023255815,0.9407956758226886,172,
Meng Yang,0.5718042837042513,466.0,13,10.135135135135137,0.9506439883098554,74,
Wiebke Wagner,0.5715,467.0,2,740.25,0.0,4,
W. Zhang,0.571398566657217,468.0,22,18.3953488372093,0.9571484968457916,129,
Peng Li,0.5712332183683598,469.0,32,67.47222222222223,0.8199321163947013,72,"Institute for AI Industry Research (AIR), Tsinghua University, China"
M. Awad,0.5701498427016755,470.0,20,24.15942028985507,0.9515550722708216,138,
Thomas Wolf,0.5696252825577378,471.0,34,16.95562130177515,0.953253226410642,338,
J. Reich,0.5681137802659241,472.0,29,26.231884057971016,0.9000158046313669,138,
Bhavitvya Malik,0.5680000000000001,473.0,3,72.875,1.0,8,
S. Yih,0.5675428977753413,474.0,12,62.48,0.9823368126263248,25,
J. Starren,0.5668431835286094,475.0,42,36.13966480446928,0.8010343090715074,179,
Xiaojie Guo,0.5665201354780169,476.0,17,44.372093023255815,0.9365930846644278,43,
P. Schwaller,0.56611019766564,477.0,22,65.88888888888889,0.9496657320731152,72,
Shangbin Feng,0.5654075978101117,478.0,16,32.8,0.9048597425883936,35,
Yang Xiang,0.5646049136260943,479.0,17,47.8235294117647,0.9002375268453701,34,
Yanjun Qi,0.5645198744232786,480.0,31,32.263888888888886,0.9607743602182413,216,
Jie Zhou,0.5642891654124096,481.0,58,19.709443099273606,0.9606103458964996,826,Tencent Inc.
N. Slonim,0.564268720867913,482.0,36,50.51538461538462,0.8379244871300487,130,
F. Rybicki,0.5638227174469946,483.0,57,32.068557919621746,0.8297297738846547,423,
X. J. Yang,0.5637342145025153,484.0,4,68.0,1.0000000000000002,5,
Vered Shwartz,0.563097318481066,485.0,23,49.10204081632653,0.8898299819182496,49,University of British Columbia
E. Klang,0.5630081187626252,486.0,28,16.1030303030303,0.9180982970717616,165,
Yue Kang,0.5621190603125076,487.0,3,74.0,0.946394630357186,4,
Fu Lee Wang,0.5620204451247811,488.0,33,12.15032679738562,0.9482565018676464,306,The Open University of Hong Kong
Shannon L. Spruit,0.5619170074096116,489.0,12,65.0,0.955276018110066,31,
Alessio Ferrari,0.5618294936559008,490.0,27,20.71929824561403,0.8923924224565625,114,
Amir Feder,0.561545650503421,491.0,18,55.03030303030303,0.9249353961278048,33,Columbia University
Adam L. Berger,0.5615000000000001,492.0,1,3605.0,0.0,1,
Michael Elhadad,0.5615000000000001,492.0,1,1651.0,0.0,1,
Tianrui Peng,0.5615000000000001,492.0,1,146.0,0.0,1,
K. Kumamaru,0.5610025909676503,495.0,30,21.012269938650302,0.9279621230519794,163,
O. Kononova,0.5594596418082263,496.0,11,39.40384615384615,0.9391397758749308,52,
Vijay V. Raghavan,0.5593118706098614,497.0,34,22.846715328467152,0.9325365328455496,274,
Paolo Torroni,0.559129908458742,498.0,33,18.460176991150444,0.9486046361578516,226,
W. El-Hajj,0.5587680258010392,499.0,29,26.866666666666667,0.9685583304609642,105,
M. Saraçlar,0.5581577512049113,500.0,33,23.456043956043956,0.821434895582289,182,
John X. Morris,0.5573829127049308,501.0,27,55.86904761904762,0.927351673033498,84,University of Virginia
Nancy Ide,0.5572146541317368,502.0,35,33.90909090909091,0.7973283886665498,165,
Yujia Qin,0.5571608503247766,503.0,21,53.11864406779661,0.8014366903471947,59,
Michael Wiegand,0.5567033318697805,504.0,21,34.60204081632653,0.9123908581602432,98,Institute for German Language Mannheim/Heidelberg University
Yuqi Si,0.5563663967969794,505.0,13,46.28,0.9338591290316278,25,
Kirk Roberts,0.5551394556550999,506.0,33,29.052287581699343,0.8488591963160583,153,
Kayo Yin,0.5543429149281152,507.0,9,49.36363636363637,0.881353453268883,11,École Polytechnique
Weisi Guo,0.5543298535205746,508.0,6,28.04,0.9875375532993242,25,
E. Ponti,0.5528808453818712,509.0,28,32.47435897435897,0.860679372303507,78,
Mustafa Jarrar,0.552830242144158,510.0,27,24.55140186915888,0.9038038518486314,107,Birzeit University
A. Alhazmi,0.5526413246690033,511.0,5,54.4,0.9575261403463023,15,
Preslav Nakov,0.5518999769609843,512.0,36,20.117073170731707,0.7884170911547284,205,
Mark Johnson,0.5516297407496991,513.0,25,58.067796610169495,0.8585173262429767,59,
Saskia Locke,0.5515000000000001,514.0,1,111.0,0.0,1,
Jacob Russell Neterer,0.5515000000000001,514.0,1,102.0,0.0,1,
Sumaya Alameri,0.5515000000000001,514.0,1,102.0,0.0,1,
André F. T. Martins,0.551342322520763,517.0,18,57.285714285714285,0.7467371230234086,28,
Chenguang Wang,0.5504530851422508,518.0,18,43.774193548387096,0.9212494171043368,31,Washington University
S. Avestimehr,0.5503704671853071,519.0,26,36.072916666666664,0.8030227479947771,96,
Peter Milder,0.5496672523727106,520.0,23,30.843373493975903,0.9496264187672956,83,Stony Brook University
Lei He,0.5495188473732084,521.0,53,15.054824561403509,0.9720595654291964,912,UCLA
M. DeJonckheere,0.5493161191603186,522.0,18,26.28205128205128,0.9707441241395496,78,
V. Osmani,0.5489741768745493,523.0,27,26.12396694214876,0.9381685441710108,121,
M. Sabetzadeh,0.5465389537015026,524.0,34,26.809859154929576,0.9124466916801592,142,
Jianxi Luo,0.5463460770696926,525.0,33,21.488372093023255,0.9230018661479066,129,
Liwei Wang,0.5462534736807164,526.0,24,25.056603773584907,0.8633224969293952,106,
C. Fermüller,0.5457393458155393,527.0,39,24.3125,0.912957416045777,208,
Shaodan Ma,0.54511889826618,528.0,35,14.490131578947368,0.8447804631259384,304,
Helen O'Horan,0.5451151668834676,529.0,2,61.0,0.9999999999999998,3,
T. Poibeau,0.5438857529002172,530.0,20,12.106508875739644,0.9272991042813674,169,
Dima Taji,0.5434059010821571,531.0,12,59.72727272727273,0.9462155386512872,22,
Shankai Yan,0.5426696627350196,532.0,8,49.77272727272727,0.9820064253709696,22,
Diksha Khurana,0.5415000000000001,533.0,2,461.0,0.0,2,
Chee‐Wee Tan,0.5413503261518327,534.0,30,19.92121212121212,0.8135093163154936,165,
H. Dalianis,0.540731687764289,535.0,27,17.82634730538922,0.9397002497519537,167,
Xiaochuang Han,0.5400848599248191,536.0,15,49.38095238095238,0.9294645056928434,21,University of Washington
Min Jiang,0.539910941580563,537.0,25,45.3859649122807,0.8637191173889396,57,
Abdulhadi Shoufan,0.5389431366735722,538.0,23,16.657894736842106,0.9341808327761462,114,
Wai Pan Wong,0.538,539.0,1,72.5,1.0,2,
Muideen A. Ajagbe,0.537040916775067,540.0,4,59.6,0.9999999999999998,5,
R. Hegadi,0.536343613607857,541.0,21,9.234177215189874,0.8426888297629067,158,
Gwendolyn Halford,0.5357105263157895,542.0,3,209.75,0.0,4,
Betty van Aken,0.535612261711586,543.0,9,47.38461538461539,0.9881090915741207,13,Beuth University of Applied Sciences Berlin
A. Price,0.5351294950489436,544.0,9,61.4,0.924324387292664,15,
Chengwei Qin,0.5346271784760723,545.0,13,59.875,0.8312029246251753,24,
Tianyong Hao,0.5342455752240372,546.0,23,12.271739130434783,0.9233649460589324,184,South China Normal University
Ludovic Tanguy,0.5342416523794796,547.0,17,32.633663366336634,0.9150588889268118,101,Université de Toulouse
Hunter Gehlbach,0.5341313324429612,548.0,28,35.134020618556704,0.9404734601739256,97,
D. Q. Nguyen,0.5341027168348753,549.0,20,42.88636363636363,0.9672951169304852,44,
Ute Schmid,0.5339489863891346,550.0,25,9.108225108225108,0.7888576118121564,231,University of Bamberg -- Cognitive System Group
T. Callahan,0.5336580512716177,551.0,20,28.833333333333332,0.9380954694064184,90,
R. Taylor,0.5308682020784279,552.0,13,55.689655172413794,0.9875375532993242,29,
E. Pons,0.529713157826069,553.0,8,53.333333333333336,0.9755037590061084,12,
Taxiarchis Botsis,0.52899565729339,554.0,21,33.61333333333334,0.9345170009979752,75,
Quan.Z Sheng,0.5287832476952855,555.0,16,25.285714285714285,0.9498215353965308,56,
Bonan Min,0.5273710163556274,556.0,16,48.25,0.8756740242914498,44,
A. Thakur,0.5250868838941857,557.0,11,45.38461538461539,0.9710459299447972,26,
Chenghua Lin,0.5246174482302879,558.0,21,18.867924528301888,0.8905604580380277,106,
Alex B. Fine,0.5238817114465625,559.0,13,53.72,0.9052056914117322,25,
Shuchang Liu,0.5237484209132764,560.0,19,48.65384615384615,0.8949256589621735,26,
Mariya Toneva,0.5233068019348501,561.0,13,42.7027027027027,0.9189661496335966,37,Carnegie Mellon University
Harold Soh,0.5232601429037499,562.0,25,26.463414634146343,0.9256086997953415,82,National University of Singapore
Jie Ma,0.5227913505275187,563.0,8,56.916666666666664,0.9111886696810592,12,Amazon
Leonardo Neves,0.5226975328419894,564.0,27,32.27450980392157,0.9567356732449204,102,
Su Lin Blodgett,0.522029242525915,565.0,15,49.92,0.7619956715766569,50,Microsoft Research
Claire Grover,0.5211900822039964,566.0,34,27.964788732394368,0.9462197204699904,142,
Qian Huang,0.5208875629880632,567.0,25,40.29113924050633,0.8534455435240038,79,
Rotem Dror,0.5208351033943851,568.0,13,50.3,0.9500489817691006,20,
E. Artemova,0.5196683957446054,569.0,12,12.423076923076923,0.9160655097574538,52,
W. Harris,0.5194910493458,570.0,29,58.083333333333336,0.8529475664032847,96,
Niranjan Balasubramanian,0.5191989505405493,571.0,25,33.36893203883495,0.8749730617244635,103,
Jannik Strotgen,0.5191873514651348,572.0,22,28.894736842105264,0.9065038506462484,95,
M. Rastegar-Mojarad,0.5191304742790885,573.0,21,31.352941176470587,0.9048123235835168,68,
F. Aiolli,0.5182915577759861,574.0,21,15.794871794871796,0.8712727956679526,117,
P. Crutchley,0.5177130990660699,575.0,13,71.9047619047619,0.969207387579044,21,
Martin Müller,0.5176261254654518,576.0,11,56.214285714285715,0.9750064312311532,14,
M. Sadrzadeh,0.5175893773494354,577.0,26,20.972972972972972,0.9400029040098568,148,
Zhiyuan Liu,0.5155086459823521,578.0,36,47.54615384615385,0.7401609633740309,130,
Jingcheng Du,0.5152710968832078,579.0,19,24.513513513513512,0.9048559019129052,74,The University of Texas Health Science Center at Houston
Karan Jain,0.5141666666666668,580.0,4,80.66666666666667,0.0,6,
Pedro Henrique Martins,0.513788653248319,581.0,9,42.733333333333334,0.97411089529882,15,
Han Cai,0.5129505056825957,582.0,15,50.73076923076923,0.8130295772129486,26,
Surabhi Datta,0.5120922255863197,583.0,8,33.0,0.9619555747789696,16,
D. Katz,0.5117194841374949,584.0,19,35.87931034482759,0.9441579653361984,58,
T. Buhrmann,0.5110077572019474,585.0,5,55.666666666666664,1.0,12,
S. Oepen,0.508024465023266,586.0,41,31.631944444444443,0.906080201634034,144,
François Lagunas,0.5075000000000001,587.0,2,192.5,0.0,4,
Raymond S. T. Lee,0.506976607331326,588.0,18,11.759615384615383,0.9404865216656656,104,
Yuki Sawa,0.5068333333333334,589.0,2,88.0,0.0,2,
Muhammed Yavuz Nuzumlali,0.5068075834417338,590.0,3,61.0,0.9999999999999998,3,
Yves Scherrer,0.5065273096379378,591.0,23,19.791208791208792,0.8796627231923454,91,
Sarvesh Soni,0.5060005971758719,592.0,7,39.75,0.960955793385934,12,"National Library of Medicine, National Institutes of Health"
Dotan Emanuel,0.5059586861732439,593.0,5,61.7,0.967132018086354,10,
Kiran Khatter,0.5057417727102943,594.0,12,32.67567567567568,0.9565953024727962,37,
E. Konen,0.5054211863629059,595.0,31,35.86065573770492,0.9122454155945486,122,
Eugenio Martínez-Cámara,0.5045451292671466,596.0,28,29.285714285714285,0.9086963417366676,84,University of Jaén
Zhile Yang,0.5041758951557397,597.0,11,10.594594594594597,0.9759012921624014,37,
D. Mitsouras,0.503898578421718,598.0,23,32.54347826086956,0.943064340463648,92,
Beth Ripley,0.5038294720930158,599.0,16,41.44444444444444,0.9623059780976562,27,
Bo Long,0.5022757771494046,600.0,12,23.275862068965516,0.9159601058783716,29,
Kemal Oflazer,0.5018855671248401,601.0,34,27.90625,0.907981961888507,160,
Tongyao Zhu,0.5013333333333333,602.0,2,67.5,1.0,2,
Heike Adel,0.5008019036967702,603.0,21,30.491525423728813,0.9196145149508018,59,
D. Tsarapatsanis,0.5004976719929295,604.0,4,37.31578947368421,0.9866599586738648,19,
M. Dras,0.5000812170288528,605.0,34,18.597633136094675,0.8725829149580427,169,
T. Chang,0.49980322286210244,606.0,24,15.801652892561984,0.9252366289722936,121,
D. Wolter,0.49946943461540466,607.0,20,13.516129032258064,0.9410526382654156,93,
Khanh Nguyen,0.49894616304540995,608.0,8,43.733333333333334,0.9257875983547232,15,"University of California, Berkeley"
Malihe Alikhani,0.49868977357599004,609.0,14,10.746835443037977,0.893596794857727,79,Rutgers University
A. Manini,0.49864994395123213,610.0,27,17.32330827067669,0.8233526937814512,133,
Siddhartha R. Jonnalagadda,0.4981820306181133,611.0,26,26.25,0.8634335113531819,80,
Yuanjun Guo,0.49794597436694954,612.0,23,19.20731707317073,0.95902037269034,82,
Segev Shlomov,0.4979169851385287,613.0,6,41.666666666666664,0.8946338423002606,24,
Daniel Loureiro,0.49669200370610067,614.0,11,42.76,0.9665385514523048,25,Cardiff University
A. Torfi,0.4966497779987242,615.0,10,26.84,0.8054653980879477,25,
Katarzyna Biesialska,0.49664867824622716,616.0,5,42.857142857142854,1.0,7,
Yutai Hou,0.49621562829420407,617.0,13,37.86206896551724,0.946953624239234,29,
Mu Li,0.4961168564445309,618.0,30,47.53086419753087,0.8001515796050446,81,
Diba Mirza,0.49464561067842383,619.0,14,41.1764705882353,0.951959620009652,34,
Yuexiong Ding,0.49411565213712627,620.0,11,39.041666666666664,0.9383479441849394,24,
M. Bommarito,0.4925391586699406,621.0,19,40.166666666666664,0.923973262182358,48,
Thanh Vu,0.4921633271376278,622.0,24,23.50925925925926,0.9711062153988276,108,
I. Harris,0.4914980213146819,623.0,20,13.232323232323232,0.9734561352363784,99,
J. Plu,0.49040232510236614,624.0,11,39.901408450704224,0.9503843756940992,71,
Tianxing He,0.49040040884989045,625.0,16,37.03125,0.9147339441021828,32,
Fangjing Wu,0.4898095238095238,626.0,3,60.5,1.0,6,
P. Lenca,0.48947542873000677,627.0,19,14.647058823529411,0.9749440932827608,119,
V.G.Vinod Vydiswaran,0.48943842492795064,628.0,22,22.93243243243243,0.9561660573703936,74,University of Michigan
