name,h_index,h_index_rank,composite_score,composite_rank,citation_impact_weighted,breadth_weighted,productivity_weighted,leadership_weighted,quality_weighted,citation_impact_raw,venue_diversity_raw,papers_per_year,leadership_ratio,quality_score,institution
Hua Xu,55,68.0,0.6969996165341615,186.0,0.18745064377682405,0.21890845581428037,0.2,0.05321888412017167,0.037421632822885485,46.862660944206006,0.8223340332244594,15.533333333333333,0.5321888412017167,0.7484326564577097,
T. Callahan,20,350.0,0.5336580512716177,551.0,0.11533333333333334,0.23016670714612322,0.13846153846153847,0.03222222222222223,0.01747425010840047,28.833333333333332,0.9380954694064184,6.923076923076923,0.32222222222222224,0.3494850021680094,
Ning Dai,6,704.0,0.5928369558771783,436.0,0.3070909090909091,0.1966556350617073,0.0488888888888889,0.022727272727272728,0.01747425010840047,76.77272727272727,0.9780322003526132,2.4444444444444446,0.22727272727272727,0.3494850021680094,Oregon State University
Amir Feder,18,385.0,0.561545650503421,491.0,0.22012121212121213,0.18736369432236583,0.0825,0.02727272727272727,0.04428801678711577,55.03030303030303,0.9249353961278048,4.125,0.2727272727272727,0.8857603357423153,Columbia University
Quentin Lhoest,9,599.0,0.6338681869070639,340.0,0.4,0.16713616076327298,0.021176470588235297,0.005555555555555556,0.04000000000000001,277.72222222222223,0.9122066329329884,1.0588235294117647,0.05555555555555555,0.8,
Jianping Li,19,364.0,0.43097784495690383,770.0,0.09866666666666668,0.19886975219122238,0.07636363636363637,0.02142857142857143,0.03564921830680703,24.666666666666668,0.8706842982355565,3.8181818181818183,0.21428571428571427,0.7129843661361406,
W. Whiteley,15,437.0,0.39658368070789074,848.0,0.07977142857142858,0.18801759807350735,0.053846153846153856,0.04000000000000001,0.03494850021680094,19.942857142857143,0.9029577032771848,2.6923076923076925,0.4,0.6989700043360187,
Nina Arya,2,903.0,0.6230000000000001,377.0,0.4,0.178,0.015,0.0,0.03,154.33333333333334,1.0,0.75,0.0,0.6,
Kaiji Lu,5,764.0,0.45988588982450784,690.0,0.16755555555555557,0.1667747787133966,0.03,0.05555555555555556,0.04000000000000001,41.888888888888886,0.9101415926479806,1.5,0.5555555555555556,0.8,
Rémi Louf,12,509.0,0.6228744645951203,378.0,0.3094054054054054,0.1848422255863197,0.061666666666666675,0.03513513513513514,0.03182503180159344,77.35135135135135,0.9619555747789698,3.0833333333333335,0.35135135135135137,0.6365006360318688,
Siddhartha R. Jonnalagadda,26,255.0,0.4981820306181133,611.0,0.10500000000000001,0.2051008644868068,0.0888888888888889,0.06,0.0391922772424175,26.25,0.8634335113531819,4.444444444444445,0.6,0.7838455448483499,
Chetan Arora,21,321.0,0.4646933326135578,678.0,0.09671111111111111,0.19998757573244438,0.07500000000000001,0.044444444444444446,0.04855020132555783,24.177777777777777,0.9370718613282536,3.75,0.4444444444444444,0.9710040265111566,
Lukas Lange,10,570.0,0.41812086109914026,800.0,0.07148387096774193,0.1796835851134771,0.06888888888888889,0.05806451612903227,0.04000000000000001,17.870967741935484,0.9324776292198692,3.4444444444444446,0.5806451612903226,0.8,
M. Hunink,4,809.0,0.6175,389.0,0.3446666666666667,0.17949999999999997,0.03,0.03333333333333333,0.03,86.16666666666667,0.9999999999999998,1.5,0.3333333333333333,0.6,
E. Belding-Royer,57,61.0,0.8997094611762952,14.0,0.4,0.24178691925777868,0.15555555555555556,0.05857142857142858,0.043795557791532366,227.11428571428573,0.9530681100444496,7.777777777777778,0.5857142857142857,0.8759111558306473,
A. Le Glaz,3,852.0,0.6595,278.0,0.355,0.17949999999999997,0.020000000000000004,0.07500000000000001,0.03,88.75,0.9999999999999998,1.0,0.75,0.6,
Sheng Zha,13,473.0,0.42401303231610604,788.0,0.14192,0.1685924922555261,0.07142857142857144,0.004,0.03807196863200844,35.48,0.8605285271744351,3.5714285714285716,0.04,0.7614393726401688,
Guanghua Yang,21,321.0,0.43684089405063137,750.0,0.05246511627906977,0.1994610449732903,0.12285714285714287,0.030232558139534883,0.03182503180159344,13.116279069767442,0.8912059712759447,6.142857142857143,0.3023255813953488,0.6365006360318688,
Sebastian Ruder,52,85.0,0.8446974613928443,34.0,0.4,0.16782028607083788,0.2,0.044036697247706424,0.032840478074300045,233.47706422018348,0.753258777547645,12.11111111111111,0.44036697247706424,0.6568095614860009,Cohere
R. Socher,86,23.0,0.8889237622429057,22.0,0.4,0.19376076620956556,0.2,0.057534246575342465,0.03762874945799766,691.9041095890411,0.7729186640546605,12.166666666666666,0.5753424657534246,0.752574989159953,
Marzieh Saeidi,9,599.0,0.43545149674198524,756.0,0.13977777777777778,0.1739297635826913,0.03272727272727273,0.05,0.039016682654243434,34.94444444444444,0.9081700776153788,1.6363636363636365,0.5,0.7803336530848687,
Kaiyue Wen,5,764.0,0.4308418218362256,772.0,0.098,0.17279032205302655,0.05,0.06999999999999999,0.04005149978319906,24.5,0.935944697445866,2.5,0.7,0.8010299956639811,
S. Nair,1,945.0,0.35747694297733656,941.0,0.124,0.18347694297733655,0.020000000000000004,0.0,0.03,31.0,0.9198682455847804,1.0,0.0,0.6,
Zhile Yang,11,542.0,0.5041758951557397,597.0,0.042378378378378385,0.21878272612842026,0.18500000000000003,0.04054054054054054,0.01747425010840047,10.594594594594597,0.9759012921624014,9.25,0.40540540540540543,0.3494850021680094,
Ekta Sood,7,669.0,0.3851892281784435,874.0,0.06999999999999999,0.18518922817844347,0.04000000000000001,0.05,0.04000000000000001,17.5,0.9639384467339628,2.0,0.5,0.8,
S. Siddiqui,5,764.0,0.35520369945897057,945.0,0.07933333333333334,0.15587036612563726,0.03,0.05,0.04000000000000001,19.833333333333332,0.8649735207179272,1.5,0.5,0.8,
Dan Otter,3,852.0,0.7134545454545456,151.0,0.4,0.178,0.005454545454545455,0.1,0.03,428.0,1.0,0.2727272727272727,1.3333333333333333,0.6,
Daniel Preotiuc-Pietro,34,164.0,0.6526096419711812,295.0,0.23013333333333336,0.2014248088546487,0.125,0.05600000000000001,0.04005149978319906,57.53333333333333,0.8767131934551353,6.25,0.56,0.8010299956639811,
Victor Mustar,2,903.0,0.4615,685.0,0.4,0.0015,0.020000000000000004,0.0,0.04000000000000001,290.5,0.0,1.0,0.0,0.8,
Sid Kiblawi,3,852.0,0.6429453226148755,319.0,0.4,0.16789037755993041,0.010769230769230769,0.014285714285714285,0.05,327.14285714285717,0.9165164431996023,0.5384615384615384,0.14285714285714285,1.0,
Gongcheng Wang,2,903.0,0.2021666666666667,997.0,0.09200000000000001,0.0015,0.012,0.06666666666666667,0.03,23.0,0.0,0.6,0.6666666666666666,0.6,
Geoffrey E. Hinton,159,1.0,0.9250946747774539,5.0,0.4,0.21555709789959576,0.16714285714285715,0.09465811965811965,0.047736600076881325,1120.1004273504273,0.8031834165691187,8.357142857142858,0.9465811965811965,0.9547320015376265,
Ishaan Gulrajani,14,455.0,0.6925884690024627,194.0,0.4,0.17180586030681044,0.046,0.034782608695652174,0.04000000000000001,716.5217391304348,0.9388906303246312,2.3,0.34782608695652173,0.8,
Hussein Sharif,1,945.0,0.7334769429773366,118.0,0.4,0.18347694297733655,0.020000000000000004,0.1,0.03,135.0,0.9198682455847804,1.0,1.0,0.6,
Yu Zhang,31,202.0,0.7659440530757871,80.0,0.4,0.19522816403556842,0.08285714285714287,0.04482758620689656,0.04303115997617928,124.1896551724138,0.909875223060391,4.142857142857143,0.4482758620689655,0.8606231995235856,
T. Guetterman,23,291.0,0.6191141006224481,386.0,0.10589333333333334,0.23307985051404773,0.2,0.06266666666666668,0.01747425010840047,26.473333333333333,0.9033134315088444,10.0,0.6266666666666667,0.3494850021680094,
C. Corcoran,49,91.0,0.5847571733117022,445.0,0.18495927601809958,0.21399540944519968,0.11945945945945946,0.048868778280542986,0.01747425010840047,46.23981900452489,0.7942594825439981,5.972972972972973,0.48868778280542985,0.3494850021680094,
Mariama Drame,4,809.0,0.7092036994589707,160.0,0.4,0.15587036612563726,0.08000000000000002,0.03333333333333333,0.04000000000000001,106.16666666666669,0.8649735207179272,4.0,0.3333333333333333,0.8,
Xiaojie Guo,17,405.0,0.5665201354780169,476.0,0.17748837209302326,0.20290378981627485,0.08600000000000001,0.051162790697674425,0.04896518287104437,44.372093023255815,0.9365930846644278,4.3,0.5116279069767442,0.9793036574208874,
Zhanghao Wu,10,570.0,0.6954135710456778,189.0,0.4,0.18033664796875465,0.052000000000000005,0.023076923076923078,0.04000000000000001,338.0769230769231,0.9533522741071694,2.6,0.23076923076923078,0.8,
Prithviraj Sen,26,255.0,0.6371084636676928,335.0,0.2678620689655173,0.16018509202018308,0.12888888888888891,0.03017241379310345,0.05,66.96551724137932,0.6667719544010462,6.444444444444445,0.3017241379310345,1.0,
Abdulhadi Shoufan,23,291.0,0.5389431366735722,538.0,0.06663157894736842,0.2384816457358256,0.10363636363636364,0.08771929824561403,0.042474250108400474,16.657894736842106,0.9341808327761462,5.181818181818182,0.8771929824561403,0.8494850021680094,
Hang Li,4,809.0,0.4829830261816177,641.0,0.15100000000000002,0.16284210940655056,0.02666666666666667,0.1,0.042474250108400474,37.75,0.8962406251802889,1.3333333333333333,1.1666666666666667,0.8494850021680094,
Lewis Tunstall,8,635.0,0.6603082828934832,275.0,0.4,0.16173685432205454,0.02857142857142857,0.03,0.04000000000000001,120.0,0.881353453268883,1.4285714285714286,0.3,0.8,
Dhanya Sridhar,10,570.0,0.45552585984210703,703.0,0.15057142857142858,0.18262885940850515,0.055999999999999994,0.02142857142857143,0.04489700043360188,37.642857142857146,0.9578791966200296,2.8,0.21428571428571427,0.8979400086720376,
Qingqing Cao,9,599.0,0.41879505713876425,798.0,0.0965,0.1804110842688621,0.045714285714285714,0.0625,0.033669687155616405,24.125,0.9366347672506408,2.2857142857142856,0.625,0.6733937431123281,University of Washington
Michael D. Ernst,71,34.0,0.8167375174912732,45.0,0.3331633466135458,0.22772796633016001,0.14342857142857143,0.0709163346613546,0.04150129845764123,83.29083665338645,0.8727312361723432,7.171428571428572,0.7091633466135459,0.8300259691528246,University of Washington
Jingjing Li,9,599.0,0.4409267455004987,742.0,0.09200000000000001,0.18469266334052703,0.04363636363636364,0.07500000000000001,0.04559771852360797,23.0,0.9611009333744402,2.1818181818181817,0.75,0.9119543704721593,
Jiarui Yao,3,852.0,0.4117857142857143,818.0,0.05828571428571429,0.1855,0.027999999999999997,0.1,0.04000000000000001,14.571428571428571,1.0,1.4,1.0,0.8,
P. Gordon,19,364.0,0.3590849316267109,937.0,0.055848101265822785,0.198614012630902,0.041578947368421056,0.04556962025316456,0.01747425010840047,13.962025316455696,0.9035086436051544,2.0789473684210527,0.45569620253164556,0.3494850021680094,
Yonghui Wu,34,164.0,0.5780671446295801,457.0,0.16008888888888892,0.20680375441565693,0.1285714285714286,0.035555555555555556,0.04704751719805014,40.022222222222226,0.856021453803754,6.428571428571429,0.35555555555555557,0.9409503439610027,
Tianxing He,16,418.0,0.49040040884989045,625.0,0.148125,0.18707844021788197,0.064,0.053125000000000006,0.03807196863200844,37.03125,0.9147339441021828,3.2,0.53125,0.7614393726401688,
Alexis Conneau,29,218.0,0.7334782993074759,117.0,0.4,0.18752230604744735,0.08571428571428572,0.04000000000000001,0.020241707545742716,367.25,0.9258417488425564,4.285714285714286,0.4,0.4048341509148543,
Kayo Yin,9,599.0,0.5543429149281152,507.0,0.19745454545454547,0.16173685432205454,0.07333333333333333,0.08181818181818183,0.04000000000000001,49.36363636363637,0.881353453268883,3.6666666666666665,0.8181818181818182,0.8,École Polytechnique
Y. Aloimonos,53,77.0,0.6709467372054672,256.0,0.1080610687022901,0.229634226090148,0.1965,0.08778625954198474,0.04896518287104437,27.01526717557252,0.8836241490865602,9.825,0.8778625954198473,0.9793036574208874,
Aditya Koli,1,945.0,0.4515,713.0,0.4,0.0015,0.020000000000000004,0.0,0.03,917.0,0.0,1.0,0.0,0.6,
Tianxiang Sun,20,350.0,0.6596392874525481,277.0,0.27857777777777776,0.1662794065468455,0.15000000000000002,0.028888888888888888,0.03589321423903594,69.64444444444445,0.8387394659819745,7.5,0.28888888888888886,0.7178642847807187,
Chenghua Lin,21,321.0,0.5246174482302879,558.0,0.07547169811320756,0.23084808015665487,0.14133333333333334,0.04056603773584906,0.03639829889124311,18.867924528301888,0.8905604580380277,7.066666666666666,0.4056603773584906,0.7279659778248622,
Linh Le,6,704.0,0.36807221406398377,915.0,0.027200000000000002,0.1928002454319753,0.05,0.06,0.038071968632008436,6.8,0.9902871167541446,2.5,0.6,0.7614393726401687,
Bohan Li,9,599.0,0.3805487331925653,889.0,0.08660869565217391,0.18938178651648824,0.046,0.030434782608695657,0.0281234684152075,21.652173913043477,0.9536102086656472,2.3,0.30434782608695654,0.56246936830415,
Rouzbeh A. Shirvani,6,704.0,0.3727213491910565,908.0,0.099,0.155294718130275,0.03428571428571429,0.04166666666666667,0.042474250108400474,24.75,0.8445412464587144,1.7142857142857142,0.4166666666666667,0.8494850021680094,
Shruthi Bannur,8,635.0,0.41520638627546336,807.0,0.1287058823529412,0.15595644466539083,0.06799999999999999,0.017647058823529415,0.04489700043360188,32.1764705882353,0.8054653980879477,3.4,0.17647058823529413,0.8979400086720376,
H. Khan,1,945.0,0.38150000000000006,886.0,0.22000000000000003,0.0015,0.020000000000000004,0.1,0.04000000000000001,55.0,0.0,1.0,1.0,0.8,
Talayeh Riahi,2,903.0,0.42066666666666674,795.0,0.15733333333333335,0.178,0.012,0.03333333333333333,0.04000000000000001,39.333333333333336,1.0,0.6,0.3333333333333333,0.8,
Qian Huang,25,266.0,0.5208875629880632,567.0,0.16116455696202536,0.18085297011670065,0.08777777777777779,0.04936708860759494,0.04172516952396439,40.29113924050633,0.8534455435240038,4.388888888888889,0.4936708860759494,0.8345033904792878,
Zhaorong Zong,3,852.0,0.3504573265150912,951.0,0.0512,0.16370177095953564,0.005555555555555557,0.1,0.03,12.8,0.9182958340544894,0.2777777777777778,1.6,0.6,
Vicente Ordonez,34,164.0,0.824884380882533,39.0,0.4,0.19936105107146157,0.10933333333333334,0.07195121951219512,0.04423877696554315,159.0731707317073,0.8820631489797803,5.466666666666667,0.7195121951219512,0.8847755393108631,Rice University
E. Simperl,39,138.0,0.6382425626640569,331.0,0.08486516853932585,0.23808011527604,0.2,0.06797752808988765,0.04731975075880329,21.21629213483146,0.931886373005943,16.952380952380953,0.6797752808988764,0.9463950151760658,
Xujuan Zhou,3,852.0,0.3255962584770178,979.0,0.0252,0.18039625847701782,0.04000000000000001,0.05,0.03,6.3,0.9708357627258162,2.0,0.5,0.6,
Qingqing Zhu,5,764.0,0.441669981302088,740.0,0.09300000000000001,0.18033664796875465,0.06,0.05833333333333334,0.05,23.25,0.9533522741071694,3.0,0.5833333333333334,1.0,
Majid Yazdani,13,473.0,0.43072370366211604,773.0,0.12662500000000002,0.19090979929091406,0.016842105263157894,0.05,0.046346799108044054,31.65625,0.9451988530909377,0.8421052631578947,0.5,0.926935982160881,"Facebook AI, EPFL, Linkedin, Idiap research institute"
Yusheng Su,15,437.0,0.6827903356526028,221.0,0.3410769230769231,0.16850903849840027,0.10400000000000001,0.023076923076923078,0.04612745100035642,85.26923076923077,0.8771945057051443,5.2,0.23076923076923078,0.9225490200071285,Tsinghua University
A. Nori,9,599.0,0.584662159263523,446.0,0.2861333333333333,0.1916522943453972,0.06,0.0,0.046876531584792505,71.53333333333333,0.9837273962594127,3.0,0.0,0.93753063169585,
M. Fedorov,9,599.0,0.4354025269083672,757.0,0.1232,0.19280024543197524,0.05,0.04000000000000001,0.02940228147639203,30.8,0.9902871167541444,2.5,0.4,0.5880456295278406,
A. Bashall,2,903.0,0.3602222222222222,933.0,0.122,0.181,0.0022222222222222222,0.025,0.03,30.5,1.0,0.1111111111111111,0.25,0.6,
Ze Gong,9,599.0,0.3834691642272777,879.0,0.06905263157894737,0.18562612546545176,0.034545454545454546,0.04736842105263158,0.046876531584792505,17.263157894736842,0.975006431231153,1.7272727272727273,0.47368421052631576,0.93753063169585,
Salam Khalifa,16,418.0,0.4151491378455802,808.0,0.10073684210526318,0.17134242139609146,0.06909090909090909,0.03947368421052632,0.03450528104279015,25.18421052631579,0.8505281222633799,3.4545454545454546,0.39473684210526316,0.690105620855803,Stony Brook University
Joel Grus,6,704.0,0.6529675451609925,293.0,0.4,0.17011906031250754,0.014666666666666668,0.018181818181818184,0.05,152.72727272727272,0.946394630357186,0.7333333333333333,0.18181818181818182,1.0,
David McClosky,19,364.0,0.697089312662723,184.0,0.4,0.1771272936425709,0.011379310344827587,0.08181818181818183,0.026764526857142687,297.1818181818182,0.926441677957548,0.5689655172413793,0.8181818181818182,0.5352905371428537,
Zuohui Fu,25,266.0,0.6137130954663604,396.0,0.2043404255319149,0.18410968579295803,0.18800000000000003,0.01702127659574468,0.020241707545742716,51.08510638297872,0.8891982045311888,9.4,0.1702127659574468,0.4048341509148543,
Zachary Chase Lipton,54,72.0,0.8967020288913568,15.0,0.4,0.20366741125466192,0.2,0.05543478260869566,0.0375998350279991,106.54347826086956,0.7609566357409254,16.727272727272727,0.5543478260869565,0.7519967005599819,
Leon Derczynski,32,194.0,0.6469747739746152,306.0,0.1601379310344828,0.2158890855322577,0.15263157894736845,0.07862068965517242,0.0396954888053338,40.03448275862069,0.8393662030414725,7.631578947368421,0.7862068965517242,0.793909776106676,IT University of Copenhagen
J. V. Gysel,4,809.0,0.4315,768.0,0.096,0.17949999999999997,0.016,0.1,0.04000000000000001,24.0,0.9999999999999998,0.8,1.0,0.8,
Yi-Ting Guo,12,509.0,0.4494162951956525,724.0,0.034035087719298245,0.1575355401640585,0.14250000000000002,0.07894736842105264,0.03639829889124311,8.508771929824562,0.73734594379462,7.125,0.7894736842105263,0.7279659778248622,
Richard G. Netemeyer,64,44.0,0.7547821700631063,95.0,0.4,0.20432903609346909,0.06974358974358974,0.06323529411764706,0.01747425010840047,222.91176470588235,0.9704516348198234,3.4871794871794872,0.6323529411764706,0.3494850021680094,
Haibin Lin,12,509.0,0.694549949403874,190.0,0.4,0.15472067184289717,0.072,0.02777777777777778,0.04005149978319906,145.83333333333334,0.8069752676736981,3.6,0.2777777777777778,0.8010299956639811,
R. H. Perlis,7,669.0,0.31471935835715603,985.0,0.0578,0.14025269169048937,0.01666666666666667,0.06999999999999999,0.03,14.45,0.7414439525170822,0.8333333333333334,0.7,0.6,
Christopher D. Manning,144,3.0,0.9227987393239865,8.0,0.4,0.21195188004426657,0.2,0.07784552845528456,0.033001330824435286,346.390243902439,0.7825821716815232,14.057142857142857,0.7784552845528455,0.6600266164887058,Stanford University
Yu Chen,10,570.0,0.6198002454319753,384.0,0.27825000000000005,0.19280024543197524,0.04000000000000001,0.06875,0.04000000000000001,69.5625,0.9902871167541444,2.0,0.6875,0.8,
David Barry,1,945.0,0.6780000000000002,235.0,0.4,0.178,0.020000000000000004,0.05,0.03,312.0,1.0,1.0,0.5,0.6,
Wiebke Wagner,2,903.0,0.5715,467.0,0.4,0.0015,0.04000000000000001,0.1,0.03,740.25,0.0,2.0,1.0,0.6,
Pengfei Liu,40,133.0,0.7598709060974298,84.0,0.4,0.17931688084060857,0.099,0.05252525252525253,0.02902877273156862,127.5050505050505,0.8018107476606204,4.95,0.5252525252525253,0.5805754546313724,
Yuhui Zhang,16,418.0,0.756676169073184,92.0,0.4,0.1816761690731839,0.07500000000000001,0.06,0.04000000000000001,244.46666666666667,0.9267209661324796,3.75,0.6,0.8,Stanford University
Samuel R. Bowman,43,111.0,0.8420411534368317,35.0,0.4,0.19315763814655396,0.14142857142857143,0.07777777777777778,0.029677166083928615,310.5050505050505,0.8294722179803085,7.071428571428571,0.7777777777777778,0.5935433216785723,New York University
Rotem Dror,13,473.0,0.5208351033943851,568.0,0.20120000000000002,0.1827585718095926,0.04000000000000001,0.05,0.046876531584792505,50.3,0.9500489817691006,2.0,0.5,0.93753063169585,
Mustafa Jarrar,27,244.0,0.552830242144158,510.0,0.09820560747663554,0.2091656740735105,0.09727272727272727,0.1,0.04818623332128471,24.55140186915888,0.9038038518486314,4.863636363636363,1.0654205607476634,0.9637246664256941,Birzeit University
Mark Johnson,54,72.0,0.7977646268397804,53.0,0.3174406779661017,0.22765388424070787,0.11800000000000002,0.08601694915254238,0.04865311548042864,79.36016949152543,0.8723079099469023,5.9,0.8601694915254238,0.9730623096085727,
N. Broad,4,809.0,0.6321111111111111,353.0,0.4,0.181,0.011111111111111113,0.0,0.04000000000000001,448.6,1.0,0.5555555555555556,0.0,0.8,
Xiangyang Liu,10,570.0,0.6865415442795489,210.0,0.4,0.17142001623213154,0.04285714285714286,0.02666666666666667,0.04559771852360797,132.33333333333334,0.910971521326466,2.142857142857143,0.26666666666666666,0.9119543704721593,Fudan University
A. Korhonen,53,77.0,0.666890924183367,261.0,0.18682539682539684,0.21814953207600452,0.14823529411764708,0.06825396825396826,0.045426732910350334,46.70634920634921,0.8179973261485973,7.411764705882353,0.6825396825396826,0.9085346582070066,
Y. Wilks,55,68.0,0.6448028980307917,313.0,0.09217573221757323,0.2350010643805855,0.16771929824561405,0.1,0.04990680318701893,23.043933054393307,0.9142917964604886,8.385964912280702,1.2322175732217573,0.9981360637403784,
Stephen H. Bach,25,266.0,0.7696882203129392,75.0,0.4,0.2002134235237268,0.065,0.06153846153846154,0.0429363352507508,154.48076923076923,0.9297909915641532,3.25,0.6153846153846154,0.8587267050150159,
Heeyoul Choi,16,418.0,0.48105667414365116,647.0,0.07002898550724639,0.21264688370584062,0.069,0.08405797101449275,0.04532283391607139,17.507246376811594,0.9236964783190892,3.45,0.8405797101449275,0.9064566783214278,
Changchun Hong,2,903.0,0.3400446281023928,963.0,0.039200000000000006,0.16370177095953564,0.007142857142857143,0.1,0.03,9.8,0.9182958340544894,0.35714285714285715,1.4,0.6,
Yiyun Zhou,1,945.0,0.2195,996.0,0.168,0.0015,0.020000000000000004,0.0,0.03,42.0,0.0,1.0,0.0,0.6,
M. Walter,16,418.0,0.4175445486111393,802.0,0.07678873239436619,0.20747694297733654,0.056799999999999996,0.04647887323943662,0.03,19.197183098591548,0.9198682455847804,2.84,0.4647887323943662,0.6,
A. Wilson,57,61.0,0.679754726201136,228.0,0.27187939698492464,0.2223445503217389,0.124375,0.031155778894472366,0.03,67.96984924623115,0.8419688589813652,6.21875,0.31155778894472363,0.6,
M. Abbaszade,3,852.0,0.3402333333333333,962.0,0.0424,0.17949999999999997,0.008333333333333335,0.08000000000000002,0.03,10.6,0.9999999999999998,0.4166666666666667,0.8,0.6,
Lotem Peled-Cohen,1,945.0,0.356,944.0,0.09000000000000001,0.178,0.008,0.05,0.03,22.5,1.0,0.4,0.5,0.6,
Brendan T. O'Connor,18,385.0,0.7140610434288795,150.0,0.4,0.1788156941972951,0.04631578947368421,0.0659090909090909,0.023020468848809386,157.6590909090909,0.8503753954131149,2.3157894736842106,0.6590909090909091,0.46040937697618767,University of Massachusetts Amherst
O. Kononova,11,542.0,0.5594596418082263,496.0,0.15761538461538463,0.19584946077811288,0.09454545454545456,0.07115384615384616,0.04029549571542797,39.40384615384615,0.9391397758749308,4.7272727272727275,0.7115384615384616,0.8059099143085593,
Adrián Pastor Cimat,1,945.0,0.7334769429773366,118.0,0.4,0.18347694297733655,0.020000000000000004,0.1,0.03,158.0,0.9198682455847804,1.0,1.0,0.6,
Swathi Edem,2,903.0,0.37828571428571434,896.0,0.05600000000000001,0.178,0.014285714285714285,0.1,0.03,14.0,1.0,0.7142857142857143,1.4,0.6,
Chenyao Yu,2,903.0,0.39480477459822183,852.0,0.11040000000000001,0.17011906031250754,0.014285714285714285,0.06,0.04000000000000001,27.6,0.946394630357186,0.7142857142857143,0.6,0.8,
Katikapalli Subramanyam Kalyan,6,704.0,0.6315556866068457,356.0,0.2575,0.17824810316511194,0.05333333333333334,0.1,0.042474250108400474,64.375,0.967132018086354,2.6666666666666665,1.0,0.8494850021680094,NIT Trichy
Ivan Vulic,53,77.0,0.5791018518456603,454.0,0.17890456431535273,0.21395622067540898,0.09640000000000001,0.04896265560165975,0.04087841125323871,44.726141078838175,0.7940355467166227,4.82,0.4896265560165975,0.8175682250647742,
Muideen A. Ajagbe,4,809.0,0.537040916775067,540.0,0.2384,0.17949999999999997,0.01666666666666667,0.06,0.042474250108400474,59.6,0.9999999999999998,0.8333333333333334,0.6,0.8494850021680094,
th Karzan,1,945.0,0.6334769429773366,343.0,0.4,0.18347694297733655,0.020000000000000004,0.0,0.03,135.0,0.9198682455847804,1.0,0.0,0.6,
Amit Moryossef,12,509.0,0.47522614625968523,656.0,0.09406896551724138,0.17895127902633132,0.09666666666666666,0.07586206896551724,0.029677166083928615,23.517241379310345,0.8854358801504648,4.833333333333333,0.7586206896551724,0.5935433216785723,
Philipp Schmid,9,599.0,0.5948734787371873,432.0,0.29760000000000003,0.17112106770924657,0.010344827586206898,0.07333333333333333,0.042474250108400474,74.4,0.9349775297671232,0.5172413793103449,0.7333333333333333,0.8494850021680094,
José Alejandro Ruiz,1,945.0,0.7334769429773366,118.0,0.4,0.18347694297733655,0.020000000000000004,0.1,0.03,158.0,0.9198682455847804,1.0,1.0,0.6,
Chengwei Qin,13,473.0,0.5346271784760723,545.0,0.23950000000000002,0.15596051180940568,0.05333333333333334,0.04583333333333334,0.04000000000000001,59.875,0.8312029246251753,2.6666666666666665,0.4583333333333333,0.8,
Justin Grimmer,26,255.0,0.6601479265500361,276.0,0.25569230769230766,0.19644215308301768,0.08666666666666667,0.1,0.021346799108044046,63.92307692307692,0.951098017617244,4.333333333333333,1.0879120879120878,0.4269359821608809,
Maarten Sap,44,108.0,0.8047077591740102,49.0,0.357864406779661,0.1707785166086424,0.19666666666666668,0.041525423728813564,0.03787274539022656,89.46610169491525,0.7273058091922423,9.833333333333334,0.4152542372881356,0.7574549078045312,"Carnegie Mellon University, Allen Institute for AI"
Lucia Specia,10,570.0,0.42314768538323916,791.0,0.0487741935483871,0.19233274473982503,0.05166666666666667,0.0903225806451613,0.04005149978319906,12.193548387096774,0.9447585413704288,2.5833333333333335,0.9032258064516129,0.8010299956639811,
Shijin Wang,21,321.0,0.6011463319654872,419.0,0.23321428571428574,0.18627722517750586,0.11199999999999999,0.026785714285714288,0.042869106787981275,58.30357142857143,0.8501555724428906,5.6,0.26785714285714285,0.8573821357596254,
D. Katz,19,364.0,0.5117194841374949,584.0,0.14351724137931035,0.1877276439338347,0.06105263157894737,0.08793103448275863,0.031490932762643906,35.87931034482759,0.9441579653361984,3.0526315789473686,0.8793103448275862,0.6298186552528781,
M. Wetscherek,9,599.0,0.46975124022742776,669.0,0.14171428571428574,0.17794365678569396,0.09333333333333334,0.014285714285714285,0.042474250108400474,35.42857142857143,0.9311066102039656,4.666666666666667,0.14285714285714285,0.8494850021680094,
V. Cavalli-Sforza,12,509.0,0.40848483924358386,827.0,0.04503703703703704,0.21434868337572865,0.025714285714285717,0.08333333333333334,0.04005149978319906,11.25925925925926,0.984849619289878,1.2857142857142858,0.8333333333333334,0.8010299956639811,
Anna Rumshisky,33,182.0,0.5968169018910604,430.0,0.17897600000000002,0.21496893325905198,0.1,0.06480000000000001,0.03807196863200844,44.744,0.8683939043374399,5.0,0.648,0.7614393726401688,
Wangchunshu Zhou,22,306.0,0.5965738492632771,431.0,0.1817777777777778,0.16617555037203388,0.15000000000000002,0.06222222222222223,0.03639829889124311,45.44444444444444,0.8381460021259081,7.5,0.6222222222222222,0.7279659778248622,AIWaves
Antoine Bosselut,5,764.0,0.38844405156338824,864.0,0.11054545454545456,0.17011906031250754,0.04400000000000001,0.018181818181818184,0.04559771852360797,27.636363636363637,0.946394630357186,2.2,0.18181818181818182,0.9119543704721593,
Theresa A. Koleck,16,418.0,0.4445838750434868,737.0,0.0675,0.2150823456944871,0.09333333333333334,0.048214285714285716,0.02045391030138068,16.875,0.9461848325399262,4.666666666666667,0.48214285714285715,0.4090782060276136,
